"","Study","intercept","slope","TAXA","START_YEAR","meanCentredStartYear","meanCentredEndYear","StartY","EndY"
"2611","410",0.829733526716367,0.000391466435617973,"Fish",2014,0,0,0.829733526716367,0.829733526716367
"2612","412",0.515858250580463,-0.00709547438480999,"Fish",1995,-2.5,2.5,0.533596936542488,0.498119564618438
"2618","413",0.706551726307189,-0.00402504725008839,"Birds",1927,-27.1363636363637,21.8636363636363,0.815776872139133,0.618549556884802
"2662","414",0.781259051099034,-0.000677778682632348,"Birds",1924,-28,24,0.80023685421274,0.764992362715858
"2710","415",0.832103677495891,0.000847986953438711,"Birds",1949,-10,8,0.823623807961504,0.8388875731234
"2718","416",0.808423289349064,0.00196444021931655,"Birds",1946,-12.04,12.96,0.784771429108493,0.833882434591406
"2743","417",0.907527235919424,0.000470245896248171,"Plants/Algae",1989,-11.5,11.5,0.90211940811257,0.912935063726278
"2767","418",0.938717901376482,0.000422116979438864,"Fish",1992,-11.5,11.5,0.933863556112935,0.943572246640029
"2791","419",0.597114185259611,-0.00674539676634877,"Birds",1993,-8,10,0.651077359390401,0.529660217596124
"2806","42",0.82319872188628,-4.06695524632905e-05,"Birds",1949,-15.2333333333333,14.7666666666667,0.823818254735471,0.822598168161572
"2836","420",0.710506940595298,0.00026797786073701,"Birds",1964,-18.5,18.5,0.705549350171663,0.715464531018932
"2874","422",0.750973909372192,0.000966894818621472,"Invertebrates",2009,-2.5,2.5,0.748556672325638,0.753391146418746
"2880","423",0.611792601689839,0.00160878039824218,"Invertebrates",2009,-2.75,2.25,0.607368455594673,0.615412357585884
"2884","424",0.742239173841479,0.000335377273351672,"Invertebrates",2010,-2,2,0.741568419294776,0.742909928388183
"2889","425",0.789087790996213,0.000104013073676273,"Benthos",2009,-0.5,0.5,0.789035784459375,0.789139797533051
"2891","427",0.782895604185735,-0.00125469119364673,"Invertebrates",1977,-15.8709677419354,15.1290322580646,0.802808767646192,0.763913340643144
"2922","428",0.751732865208008,0.00111061142756143,"Fish",1919,-49.358695652174,46.641304347826,0.696914533767176,0.803533230813074
"3014","429",0.921338181045671,0.00116148847722093,"Invertebrates",2013,-1.5,1.5,0.91959594832984,0.923080413761503
"3018","430",0.864085838837127,0.000179931315988218,"Fish",1985,-19.4166666666667,11.5833333333333,0.86059217245169,0.866170043247324
"3042","431",0.686355749636362,-0.00265013710698069,"Fish",1984,-20.3181818181818,11.6818181818182,0.740201717219106,0.655397329795724
"3064","432",0.810591451524431,-0.00318151591807515,"Fish",1998,-7.875,10.125,0.835645889379273,0.77837860285392
"3080","433",0.683753089381758,0.000111833263620565,"Invertebrates",1983,-9.35714285714289,9.64285714285711,0.682706649557879,0.68483148156667
"3094","434",0.702412821545947,-0.000809550893287807,"Invertebrates",1992,-4.5,4.5,0.706055800565742,0.698769842526152
"3102","435",0.697382612835225,-0.000604892617763653,"Invertebrates",2009,-3.5,3.5,0.699499736997398,0.695265488673053
"3110","436",0.877128173597259,0.000738454164812638,"Fish",2005,-2.79999999999995,4.20000000000005,0.875060501935783,0.880229681089472
"3115","437",0.88981636059801,0.000870482958415966,"Fish",2010,-2.25,3.75,0.887857773941575,0.89308067169207
"3119","438",0.874681785445151,0.00105975437105069,"Fish",2006,-2.20000000000005,5.79999999999995,0.872350325828839,0.880828360797245
"3124","439",0.76973047559215,-0.000684808738339545,"Birds",1985,-6,6,0.773839328022187,0.765621623162113
"3137","44",0.959679608108435,0.00117358483458583,"Plants/Algae",1962,-8,7,0.950290929431748,0.967894701950536
"3148","440",0.802090310793505,-4.5526829571629e-05,"Birds",1985,-6,6,0.802363471770935,0.801817149816075
"3161","441",0.797095240570385,-0.000440978849684835,"Birds",1985,-6,6,0.799741113668494,0.794449367472276
"3174","442",0.763324797372611,-2.66514197415548e-05,"Birds",1980,-2.5,2.5,0.763391425921965,0.763258168823257
"3180","443",0.829408181113491,0.000387282270205252,"Birds",1980,-1.5,1.5,0.828827257708183,0.829989104518799
"3184","444",0.668999425788588,-0.00105415687840147,"Birds",1983,-2,2,0.671107739545391,0.666891112031785
"3189","445",0.742212984046035,-0.000302146833130747,"Birds",1976,-1,1,0.742515130879166,0.741910837212904
"3192","446",0.752042257540088,0.000193407372504075,"Mammals",2007,-2,2,0.75165544279508,0.752429072285096
"3197","447",0.631790723579511,-0.00313711350386516,"Mammals",2006,-4,4,0.644339177594972,0.619242269564051
"3206","448",0.871505052822585,0.000603449745902642,"Mammals",1979,-1.5,1.5,0.870599878203731,0.872410227441439
"3210","449",0.813916572937241,0.000817393366290707,"Mammals",2000,-4.5,4.5,0.810238302788932,0.817594843085549
"3220","45",0.889101123472126,0.00134861800893313,"Fish",2006,-1.5,7.5,0.887078196458727,0.899215758539125
"3226","453",0.708920911733197,-0.0029902372401076,"Invertebrates",1969,-23.6666666666667,17.3333333333333,0.779689859749077,0.657090132904665
"3229","454",0.74523767052001,-0.000315892407160959,"Invertebrates",2014,-0.5,1.5,0.745395616723591,0.744763831909269
"3231","455",0.732944641595361,-0.000525226231845526,"Invertebrates",2003,-1,1,0.733469867827207,0.732419415363516
"3234","456",0.911993167573855,0.000996345559305171,"Invertebrates",2003,-3.5,3.5,0.908505958116287,0.915480377031423
"3240","457",0.924537721039127,0.00100332221000567,"Invertebrates",2003,-5.71428571428578,5.28571428571422,0.918804451267666,0.929840995577728
"3247","458",0.924705322142739,0.00111312801165713,"Invertebrates",2008,-1.5,1.5,0.923035630125253,0.926375014160224
"3251","459",0.862891319497668,0.000656770157494783,"Birds",2010,-2,2,0.861577779182678,0.864204859812657
"3254","46",0.760950231520525,0.00261382864829613,"Birds",1928,-26.6170212765958,24.3829787234042,0.691377898775451,0.824683159838554
"3301","460",0.96692150460497,0.00148819636657649,"Plants/Algae",2007,-2,2,0.963945111871817,0.969897897338123
"3306","461",0.963459822429064,0.0014492692934257,"Plants/Algae",2007,-2,2,0.960561283842213,0.966358361015916
"3311","462",0.415208040622828,-0.00444243573732835,"Plants/Algae",2007,-2,2,0.424092912097485,0.406323169148171
"3316","463",0.961862489031586,0.0014332711392222,"Plants/Algae",2007,-2,2,0.958995946753142,0.964729031310031
"3321","464",0.957860063884181,0.00139208680777971,"Plants/Algae",2007,-2,2,0.955075890268621,0.96064423749974
"3326","465",0.95040635190589,0.00136148057966233,"Plants/Algae",2007,-2.5,2.5,0.947002650456735,0.953810053355046
"3332","47",0.737725838114644,0.0015773413973378,"Birds",1952,-12.5,12.5,0.718009070647921,0.757442605581366
"3358","51",0.808069354516473,0.000159319455315365,"Birds",1964,-6.5,6.5,0.807033778056923,0.809104930976023
"3372","52",0.955478684713537,0.00141472797655945,"Mammals",1968,-6,6,0.94699031685418,0.963967052572893
"3385","53",0.673016871581263,-0.000737647677646551,"Mammals",1966,-4.90000000000009,5.09999999999991,0.676631345201731,0.669254868425265
"3395","54",0.683810388696766,-2.19583664992573e-05,"Invertebrates",1991,-9.5,6.5,0.684018993178509,0.683667659314521
"3409","56",0.769684111094033,-0.0021549190741358,"Mammals",1989,-8.58823529411757,10.4117647058824,0.788191063142494,0.747247600733913
"3426","57",0.773250916866192,0.00138230867993776,"Fish",1981,-15.5,15.5,0.751825132327156,0.794676701405227
"3458","58",0.739505867111785,-0.000203432026507665,"Birds",1991,-8.70588235294122,8.29411764705878,0.741276922401381,0.737818577950751
"3475","59",0.674859228493271,0.000402881261093486,"Mammals",1977,-12.5,12.5,0.669823212729602,0.679895244256939
"3501","60",0.927921039918309,0.000724734232926533,"Plants/Algae",1982,-10.8333333333333,12.1666666666667,0.920069752394939,0.936738639752249
"3507","63",0.870819421059535,0.000167457520883641,"Invertebrates",1959,-14.9655172413793,14.0344827586207,0.868313332643552,0.873169600749178
"3536","67",0.814160623777118,8.93771176849541e-05,"Birds",1983,-16.5,6.5,0.812685901335316,0.81474157504207
"3550","68",0.912626099625083,0.000477611422091882,"Invertebrates",1988,-6,6,0.909760431092532,0.915491768157634
"3563","69",0.81555154692514,0.000209213110900883,"Birds",1994,-6.5,2.5,0.814191661704285,0.816074579702393
"3567","70",0.453245363192304,-0.00192688327010768,"Invertebrates",1983,-6.5,6.5,0.465770104448004,0.440720621936604
"3581","71",0.620284062497785,-0.00099975994240242,"Plants/Algae",1993,-6.5,3.5,0.6267825021234,0.616784902699376
"3585","72",0.712602703717659,-0.000931147797112998,"Invertebrates",1998,-2.20000000000005,2.79999999999995,0.714651228871308,0.709995489885743
"3590","73",0.704811134398674,-0.000560477975616832,"Invertebrates",1966,-1.5,1.5,0.705651851362099,0.703970417435249
"3592","74",0.627360100557097,-0.00140743496878808,"Invertebrates",1970,-0.5,4.5,0.628063818041491,0.62102664319755
"3594","75",0.563223820768472,-0.00240540763966474,"Invertebrates",1985,-0.5,1.5,0.564426524588304,0.559615709308975
"3596","76",0.816762260356522,0.000452871241046173,"Benthos",1992,-1.33333333333326,2.66666666666674,0.816158432035127,0.817969916999311
"3599","77",0.71261110221274,-0.000737232494890522,"Birds",1999,-1.33333333333326,1.66666666666674,0.713594078872594,0.711382381387923
"3602","78",0.755784935881821,0.000752752283616222,"Benthos",1980,-13,12,0.74599915619481,0.764817963285216
"3623","81",0.6712971213097,0.00950699333190065,"Mammals",1997,-7.72727272727275,5.27272727272725,0.597833991017741,0.721424904332449
"3634","84",0.648291416524366,0.000116376930283319,"Plants/Algae",1967,-32.625,7.375,0.644494619173872,0.649149696385205
"3642","85",0.866743060537269,0.00119879909758639,"Invertebrates",1992,-5.81818181818176,5.18181818181824,0.859768229424039,0.87295501949749
"3653","86",0.788372333494949,-0.000980157742249986,"Plants/Algae",1985,-7.20000000000005,5.79999999999995,0.795429469239149,0.782687418589899
"3658","87",0.939820629489639,0.00116316054386316,"Plants/Algae",1982,-4,4,0.935167987314186,0.944473271665091
"3667","90",0.934801332148762,0.00113065042507879,"Invertebrates",1995,-5.75,3.25,0.928300092204559,0.938475946030268
"3671","91",0.453088973216938,-0.0042033005845994,"Birds",1992,-3.28571428571422,3.71428571428578,0.466899817994907,0.437476713902711
"3678","92",0.893344793481759,0.000611893170610528,"Benthos",1981,-7.63636363636374,21.3636363636363,0.88867215472437,0.906417056672075
"3689","96",0.746962994769059,0.000558741924874215,"Invertebrates",1997,-2.25,1.75,0.745705825438092,0.747940793137589
"3693","97",0.738452170620562,0.000426341826056966,"Invertebrates",1921,-25.090909090909,26.909090909091,0.727754866621314,0.749924641576276
"3704","98",0.812272835912517,0.000286138368086873,"Benthos",1971,-3,1,0.811414420808257,0.812558974280604
